concept_id,concepticon_id,label,pos,semantic_field,definition,status,replacement_id,notes
foo-astringent,3837,astringent,adj,Food and drink,"A property describing a substance which causes the skin, membranes, or other tissue to contract. Tannins in unripe fruit are known to function as astringents.",active,,
foo-aubergine,1146,aubergine,n,Food and drink,"An Asian plant, Solanum melongena, cultivated for its edible purple, green, or white ovoid fruit.",active,,
foo-avocado,3725,avocado,n,Food and drink,"A fruit with a soft, greenish peel and a brown round seed in the middle of a tree from the family Persea americana.",active,,
foo-bake,183,bake,v,Food and drink,"To cook (something) in an oven, but not in fat.",active,,
foo-bamboo-shoot,2494,bamboo shoot,n,Food and drink,The edible shoots (new bamboo culms that come out of the ground) of many bamboo species.,active,,
foo-banisterium,276,banisterium,n,Food and drink,A psychoactive infusion prepared from the Banisteriopsis spp.,active,,
foo-baozi,511,baozi,n,Food and drink,"A baozi or simply known as bao, bau, humbow, nunu, bausak, pow or pau is a type of steamed, filled bun or bread-like (i.e. made with yeast) item in various Chinese cuisines.",active,,
foo-be-hungry,1533,be hungry,v,Food and drink,To be in need of food.,active,,
foo-be-thirsty,3474,be thirsty,v,Food and drink,"To suffer from thirst; to have a craving to drink, which is often accompanied by the feeling of dryness in the mouth and throat.",active,,
foo-bean,832,bean,n,Food and drink,Any of various leguminous plants grown for their edible seeds and pods.,active,,
foo-bean-or-pea,2574,bean or pea,n,Food and drink,Pointing to food like peas or beans in a general sense.,active,,
foo-become-sour,2229,become sour,v,Food and drink,To obtain an acid taste and become no longer edible.,active,,
foo-beef,2570,beef,n,Food and drink,The meat of cows.,active,,
foo-beer,1639,beer,n,Food and drink,"An alcoholic beverage commonly fermented from barley malt, with hops or some other substance to impart a bitter flavor.",active,,
foo-berry,904,berry,n,Food and drink,A soft fruit which develops from a superior ovary and contains seeds not encased in pits.,active,,
foo-betel-nut,2369,betel nut,n,Food and drink,The seed of the areca palm (Mama'an in Meranau common version).,merged,217,
foo-beverage,731,beverage,n,Food and drink,Any one of various liquids for drinking.,active,,
foo-biscuit,4126,biscuit,n,Food and drink,"A small baked food made from flour, typically firm or crisp, and often eaten as a snack or with tea.",active,,
foo-boil,2493,boil,v,Food and drink,To boil some liquid or to be boiling (of some liquid).,active,,
foo-boil-of-liquid,792,boil,v,Food and drink,To be at a temperature (as a liquid) where it moves into the gaseous phase.,active,,
foo-boil-something,2492,boil,v,Food and drink,To bring some liquid into a state of boiling.,active,,
foo-boiled-water,3362,boiled water,n,Food and drink,Water that was boiled and is still hot.,active,,
foo-bowl,1530,bowl,n,Food and drink,"A roughly hemispherical container used to hold, mix or present food, such as salad, fruit or soup, or other items.",active,,
foo-braise,2068,braise,v,Food and drink,A method of cooking using steam that avoids overcooking or burning food.,active,,
foo-bread,1368,bread,n,Food and drink,"A common food made mainly from flour, water and yeast and produced by kneading and baking a dough.",active,,
foo-breadfruit,2371,breadfruit,n,Food and drink,"A species of flowering tree in the mulberry family, Moraceae originating in the South Pacific and that was eventually spread to the rest of Oceania.",active,,
foo-breakfast,1322,breakfast,n,Food and drink,"The first meal of the day, usually eaten in the morning.",active,,
foo-broccoli,3726,broccoli,n,Food and drink,"A plant of the cabbage family, Brassicaceae, which is shaped like a tree.",active,,
foo-brown-sugar,3440,brown sugar,n,Food and drink,Unrefined natural sugar that owes its brown colour and softer consistency to the preservation of molasses.,active,,
foo-bunch,1966,bunch,n,Food and drink,A group of things fastened or growing together.,active,,
foo-butter,1245,butter,n,Food and drink,"A soft, fatty foodstuff that is made by churning the cream of milk (most often cows milk).",active,,
foo-cabbage,774,cabbage,n,Food and drink,"An edible plant, Brassica oleracea, with many varieties.",active,,
foo-cauliflower,2843,cauliflower,n,Food and drink,One of several vegetables in the species Brassica oleracea in the genus Brassica.,active,,
foo-celery,3727,celery,n,Food and drink,A vegetable with a long greenish stalk of the carrot family.,active,,
foo-cheese,1569,cheese,n,Food and drink,A curdled or cultured milk product.,active,,
foo-cherry,2765,cherry,n,Food and drink,Fruit of the Cherry tree.,active,,
foo-chestnut,2318,chestnut,n,Food and drink,Fruit of the chestnut tree.,active,,
foo-chew,321,chew,v,Food and drink,To crush with the teeth by repeated closing and opening of the jaws; done to food to soften it and break it down by the action of saliva before it is swallowed.,active,,
foo-chew-betel,3161,chew betel,v,Food and drink,To consume a mixture of areca nut and betel leaf.,active,,
foo-chicha,441,chicha,n,Food and drink,A beverage made from fermented corn in South and Central America.,active,,
foo-chicken-egg,2779,chicken egg,n,Food and drink,The egg of a chicken.,active,,
foo-chili-pepper,919,chili pepper,n,Food and drink,"Any fruit of a plant of the botanical genus Capsicum, noted for their spicy and burning flavour due to presence of capsaicin.",active,,
foo-chocolate,3873,chocolate,n,Food and drink,"A food prepared from ground, roasted cocoa beans and often used to make candy.",active,,
foo-choke,129,choke,v,Food and drink,"To squeeze the neck in order to compress the carotide and/or trachea, possibly leading to unconsciousness or death.",active,,
foo-chopstick,2054,chopstick,n,Food and drink,"A utensil in the form of a narrow stick used in pairs in China, Japan, Korea, and Vietnam to eat food.",merged,1987,
foo-chopsticks,1987,chopsticks,n,Food and drink,"A pair of small equal-length tapered sticks, which are generally believed to have originated in ancient China, and are the traditional eating utensils of China, Japan, Korea, Taiwan, and Vietnam.",active,,
foo-clay-pot,2055,clay pot,n,Food and drink,A container for food and other things made from clay.,active,,
foo-cleaver,3067,cleaver,n,Food and drink,"A knife with a large and square blade used for cutting and mincing meat, especially by butchers.",active,,
foo-coffee,1299,coffee,n,Food and drink,A beverage made by infusing the beans of the coffee plant in hot water.,active,,
foo-congee,2049,congee,n,Food and drink,A type of rice porridge or gruel popular in many Asian countries,active,,
foo-consume,2787,consume,v,Food and drink,To consume food or drink.,active,,
foo-cook-person,2315,cook,n,Food and drink,The person who prepares food.,active,,
foo-cook-something,1100,cook,v,Food and drink,To prepare a meal or a single dish.,active,,
foo-cooked,269,cooked,adj,Food and drink,Contrasting with 'raw'.,active,,
foo-cooked-corn,3027,cooked corn,n,Food and drink,Boiled corn.,active,,
foo-cooked-rice,1191,cooked rice,n,Food and drink,Boiled rice.,active,,
foo-cooking-pot,3653,cooking pot,n,Food and drink,"A vessel, usually with a rounded body, used to cook food.",active,,
foo-courgette,3728,courgette,n,Food and drink,A long green marrow of Cucurbita pepo.,active,,
foo-cow-milk,3911,cow milk,n,Food and drink,The milk of cows.,active,,
foo-crush,1520,crush,v,Food and drink,To tighten (something) so strongly that it loses the form and the original consistency.,active,,
foo-cup,476,cup,n,Food and drink,"A concave vessel for holding liquid, generally adorned with either a handle or a stem.",active,,
foo-cut-nut,2370,cut nut,n,Food and drink,A fruit from an evergreen fruit-bearing tropical tree. [L: http://fruitandnuttrees.com/],active,,
foo-dinner,1833,dinner,n,Food and drink,A meal that is eaten in the late afternoon or evening daily.,active,,
foo-dish,481,dish,n,Food and drink,Any kind of vessel for holding or serving meals.,active,,
foo-dough,273,dough,n,Food and drink,"A mixture of flour and water ready to be baked into bread, pastry etc.",active,,
foo-draw-milk,93,draw milk,v,Food and drink,"To draw milk from (a mammal, especially a cow).",active,,
foo-drink,1401,drink,v,Food and drink,To consume a liquid through the mouth.,active,,
foo-earthen-jug,3409,earthen jug,n,Food and drink,A liquid container made of baked clay.,active,,
foo-eat,1336,eat,v,Food and drink,To consume something solid or semi-solid (usually food) by putting it into the mouth and eventually swallowing it.,active,,
foo-egg,744,egg,n,Food and drink,"Egg (either fertilized or not) from domesticated birds, most commonly hens, seen as food.",active,,
foo-fat-for-nourishment,2095,fat,n,Food and drink,Soft liquid retrieved from animals or plant and used for cooking.,active,,
foo-fat-from-animals,1282,fat,n,Food and drink,The semisolid substance from animals which is used for cooking and as food.,active,,
foo-fat-meat,3436,fat meat,n,Food and drink,Any animal meat with a higher fat content.,active,,
foo-fat-of-meat-and-food,2449,fat,adj,Food and drink,"The property of food, especially meat, to contain a large proportion of fat.",active,,
foo-fat-oily,2719,fat,adj,Food and drink,To contain a lot of fat or oil.,active,,
foo-feed,739,feed,v,Food and drink,To give food.,active,,
foo-fig,322,fig,n,Food and drink,"The fruit of the fig tree, pear-shaped and containing many small seeds.",active,,
foo-flour,1594,flour,n,Food and drink,Ground or milled grain or cereal.,active,,
foo-fodder,3046,fodder,n,Food and drink,"Feed for livestock, especially chopped hay or straw.",active,,
foo-food,256,food,n,Food and drink,A substance that can be ingested and utilized by the organism as a source of nutrition and energy.,active,,
foo-fork,1302,fork,n,Food and drink,A utensil with spikes used to put solid food into the mouth.,active,,
foo-fruit,1507,fruit,n,Food and drink,A botanical fruit that can be eaten raw used as food.,active,,
foo-fry,991,fry,v,Food and drink,To cook in hot fat.,active,,
foo-glutton,533,glutton,n,Food and drink,Person who habitually eats and drinks excessively.,active,,
foo-grape,920,grape,n,Food and drink,"A small, round, smooth-skinned edible fruit, usually purple, red, or green, that grows in bunches on certain vines.",active,,
foo-greasy,955,greasy,adj,Food and drink,Smeared or soiled with grease or oil.,active,,
foo-grind,1033,grind,v,Food and drink,"To break something into small pieces by pressing it flat, or grinding it to powder.",active,,
foo-gruel,1167,gruel,n,Food and drink,"A hot breakfast cereal dish made from oatmeal, milk and, or water heated and stirred until thick.",active,,
foo-honey,942,honey,n,Food and drink,"A viscous, sweet substance produced from nectar or honeydew by bees.",active,,
foo-hunger,1864,hunger,n,Food and drink,A need of food.,active,,
foo-jar,4135,jar,n,Food and drink,"A cylindrical container, usually made of glass or pottery, used for storing food, liquids, or other small items.",active,,
foo-jug,270,jug,n,Food and drink,A container for holding and pouring liquids with a handle and a spout.,active,,
foo-juice,1499,juice,n,Food and drink,The liquid that is produced by squeezing or crushing fruits or vegetables.,active,,
foo-kettle,854,kettle,n,Food and drink,A metal container used to boil any kind of liquid.,active,,
foo-kitchen-knife,2772,kitchen knife,n,Food and drink,A knife for cutting vegetables etc. in order to prepare food.,active,,
foo-knead,274,knead,v,Food and drink,To press a dough many times with one's hands.,active,,
foo-knife,1352,knife,n,Food and drink,"A utensil consisting of a sharpened piece of hard material such as steel or other metal, ceramic, glass or stone, usually attached to a handle, that is formed in a manner that allows for cutting softer materials, especially meat or other food.",active,,
foo-knife-for-eating,3210,knife,n,Food and drink,A knife used while eating food.,active,,
foo-ladle,2657,ladle,n,Food and drink,A large spoon used to distribute soup and other kinds of food.,active,,
foo-ladle-water,2788,ladle,v,Food and drink,To use some device or one's hands to fill fluid from one container to another.,active,,
foo-large-bowl,3286,large bowl,n,Food and drink,A large utensil for eating fluid food.,active,,
foo-lean-meat,3393,lean meat,n,Food and drink,Any animal meat with a lower fat content.,active,,
foo-lettuce,3729,lettuce,n,Food and drink,"A often green plant, Lactuca sativa, which is mainly used in salads.",active,,
foo-light,2181,light,adj,Food and drink,Light or watery in taste.,active,,
foo-liquor,842,liquor,n,Food and drink,Alcoholic beverage containing more than 20 percent alcohol.,active,,
foo-litchi,2768,litchi,n,Food and drink,"The sole member of the genus Litchi in the soapberry family, Sapindaceae.",active,,
foo-lunch,768,lunch,n,Food and drink,Meal usually eaten at midday.,active,,
foo-lychee,3731,lychee,n,Food and drink,A tropical fruit with a hard brownish peel with a black seed in the inside and with flesh of a tree from the soapberry family.,active,,
foo-machete,2680,machete,n,Food and drink,"A machete is a broad blade used either as an implement like an axe, or in combat like a short sword.",active,,
foo-manioc-bread,407,manioc bread,n,Food and drink,Bread made of the roots of the cassava plant.,active,,
foo-mantou,1969,mantou,n,Food and drink,"Steamed bun made of flour, water and yeast originating from Chinese cuisine.",active,,
foo-mead,941,mead,n,Food and drink,Wine made of honey.,active,,
foo-meal,1526,meal,n,Food and drink,"The act of eating food, usually at a specific time.",active,,
foo-meat,634,meat,n,Food and drink,"The edible flesh of animals, especially that of mammals.",active,,
foo-meat-dishes,2767,meat dishes,n,Food and drink,Dishes containing meat (as opposed to vegetables).,active,,
foo-milk,635,milk,n,Food and drink,"The whitish fluid secreted by the mammary gland for the nourishment of the young; composed of carbohydrates, proteins, fats, mineral salts, vitamins, and antibodies.",active,,
foo-mill,636,mill,n,Food and drink,"A mill is a device that breaks solid materials into smaller pieces by grinding, crushing, or cutting.",active,,
foo-mix,2017,mix,v,Food and drink,To mix together different elements.,active,,
foo-mortar,224,mortar,n,Food and drink,A bowl used to crush and grind ingredients with a pestle.,active,,
foo-mug,4137,mug,n,Food and drink,"A sturdy cup, typically with a handle, usually made of ceramic or metal used for drinking beverages, mainly hot ones.",active,,
foo-mush,3651,mush,n,Food and drink,A kind of porridge that is prepared by boiling it with water or milk until thick.,active,,
foo-mustard,3181,mustard,n,Food and drink,It can be a yellow sauce with a strong taste or a plant which is used to make mustard sauce.,active,,
foo-noodle,973,noodle,n,Food and drink,"A string or strip of pasta, especially as used in Chinese and Italian cookery.",active,,
foo-nut,191,nut,n,Food and drink,A hard-shelled seed.,active,,
foo-oil-from-plants,2555,oil,n,Food and drink,Liquid hydrophobic substance from plants which is used for cooking.,active,,
foo-oil-organic-substance,1484,oil,n,Food and drink,Fat from animals or plants in a liquid form.,active,,
foo-olive,1154,olive,n,Food and drink,"The small oval fruit of the olive tree, Olea europaea.",active,,
foo-opium,2498,opium,n,Food and drink,The dried latex obtained from the opium poppy.,active,,
foo-organic-fat-or-oil,2551,organic fat or oil,n,Food and drink,Animal or plant fat in a soft or liquid state.,active,,
foo-oven,1143,oven,n,Food and drink,"An enclosed heated compartment usually lined with a refractory material used for baking or drying substances, firing ceramics, heat-treating, etc.",active,,
foo-pan,31,pan,n,Food and drink,"Cooking utensil relatively flat, having a handle, used to cook food such as meat, vegetables or eggs, usually in oil or butter.",active,,
foo-papaya,2445,papaya,n,Food and drink,"The fruit of the plant Carica papaya, and is one of the 22 accepted species in the genus Carica of the plant family Caricaceae.",active,,
foo-pea,2025,pea,n,Food and drink,An annual plant originally from the Mediterranean basin and the Near East.,active,,
foo-peel,275,peel,v,Food and drink,To remove the skin from food or vegetables.,active,,
foo-pepper,1385,pepper,n,Food and drink,"A spice prepared from the fermented, dried, unripe red berries of the pepper plant.",active,,
foo-pestle,225,pestle,n,Food and drink,A heavy cylindrical object with a rounded end used for crushing and grinding.,active,,
foo-pig-fat,2557,pig fat,n,Food and drink,"The fat from a pig, used for cooking.",active,,
foo-pitcher,120,pitcher,n,Food and drink,A container shaped like a vase with a handle and a spout used to serve liquids.,active,,
foo-plate,480,plate,n,Food and drink,A flat dish on which food is served or from which food is eaten.,active,,
foo-pomegranate,3732,pomegranate,n,Food and drink,A fruit with a thick reddish peel and many small red little seeds of a tree from the family Punica granatum.,active,,
foo-pork,2769,pork,n,Food and drink,The edible flesh of pigs.,active,,
foo-pot,1462,pot,n,Food and drink,A vessel used for cooking or storing food or liquids.,active,,
foo-potato,593,potato,n,Food and drink,"A tuberous plant, Solanum tuberosum, often eaten as a starchy vegetable, particularly in the Americas and Europe.",active,,
foo-potion,2268,potion,n,Food and drink,"Either the liquid that is produced by squeezing or crushing fruits or vegetables, or a substance which specifically promotes healing.",active,,
foo-prepared-food,3542,prepared food,n,Food and drink,Food prepared to be eaten during a meal or as a snack.,active,,
foo-pretzel,2583,pretzel,n,Food and drink,A type of baked bread product made from dough most commonly shaped n a twisted knot.,active,,
foo-raisin,4139,raisin,n,Food and drink,"A dried grape, typically sweet in flavor, used as a snack or in cooking and baking.",active,,
foo-raw,1959,raw,adj,Food and drink,That has not been cooked (food).,active,,
foo-rice-steamer,3431,rice steamer,n,Food and drink,A device to steam rice.,active,,
foo-ripe,178,ripe,adj,Food and drink,"(Of fruits, seeds, etc.) Having reached the stage of development suitable for harvesting and eating.",active,,
foo-ripe-or-cooked,3806,ripe or cooked,adj,Food and drink,"Suitable for eating because it is fully grown (of fruit and crops) or because it has been boiled, fried, grilled, etc.",active,,
foo-ripen,179,ripen,v,Food and drink,"(For a fruit, seed, etc.) To become ripe.",active,,
foo-roast,1962,roast,v,Food and drink,"To expose to heat without adding fat or water until it is cooked, has a brown crust and becomes crispy.",active,,
foo-roast-or-fry,2146,roast or fry,v,Food and drink,Preparing food by exposing it to open fire or to hot fat.,active,,
foo-rolling-pin,4002,rolling pin,n,Food and drink,"A tube-shaped object, usually made from wood, metal or silicone, that is used for making dough flat and thin before cooking it.",active,,
foo-rotten,1728,rotten,adj,Food and drink,"Having changed its colour, smell or composition (partially or completely), due to being attacked and decomposed by microorganisms (relating to organic matter).",active,,
foo-rum,2833,rum,n,Food and drink,Distilled alcohol beverage made from sugarcane.,active,,
foo-sago,2270,sago,n,Food and drink,"Starch extracted from the spongy centre, or pith, of various tropical palm stems, especially Metroxylon sagu.",active,,
foo-sago-palm,2372,sago palm,n,Food and drink,Common name for several plants which are used to produce a starchy food known as sago.,active,,
foo-salad,4041,salad,n,Food and drink,"A dish typically composed of a mixture of leafy greens, fresh vegetables, fruits, and sometimes proteins, often served with a dressing or sauce.",active,,
foo-salt,1274,salt,n,Food and drink,A condiment (NaCl - Sodium Chloride) used to add to or enhance the flavour of food (commonly with pepper).,active,,
foo-sandwich,4008,sandwich,n,Food and drink,"A food item consisting of two or more pieces of bread with a filling between them, eaten as a light meal.",active,,
foo-satiated,106,satiated,adj,Food and drink,Having eaten enough.,active,,
foo-sauce,132,sauce,n,Food and drink,A liquid food accompanying a dish.,active,,
foo-saucer,271,saucer,n,Food and drink,A small dish for placing a cup.,active,,
foo-sausage,1874,sausage,n,Food and drink,"A length of intestine, stuffed with ground (organ) meat, and other ingredients. Instead of intestines, a different kind of wrapper can be used.",active,,
foo-sheep-meat,3394,sheep meat,n,Food and drink,"The meat of domestic sheep, such as lamb and mutton.",active,,
foo-sichuan-pepper,3395,sichuan pepper,n,Food and drink,A spice from Sichuan Province that is famous for causing tingling sensation and its unique citrus flavour.,active,,
foo-sieve,86,sieve,v,Food and drink,To separate solids from each other by passing through a sieve or other straining device.,active,,
foo-sieve-or-strain,3448,sieve or strain,v,Food and drink,To separate solids from each other by passing through a sieve or other straining device or to separate or isolate components from a liquid with the help of a filter.,active,,
foo-skin,2373,skin,n,Food and drink,The outer layer of fruits.,active,,
foo-small-bowl,2053,small bowl,n,Food and drink,A small utensil for eating fluid food.,active,,
foo-small-knife,3233,small knife,n,Food and drink,A knife for cutting vegetables and other things in the kitchen.,active,,
foo-soak,2069,soak,v,Food and drink,"To put into water in order to soften something, e.g. seeds.",active,,
foo-sober,69,sober,adj,Food and drink,Not under the influence of alcohol or other drugs.,active,,
foo-soup,1547,soup,n,Food and drink,"A cooked, liquid dish (made from meat or vegetables that are mixed with broth in a pot) that is often sold in tins.",active,,
foo-soya-bean,2028,soya bean,n,Food and drink,The edible seed of the soybean plant which contains a lot of protein.,active,,
foo-soya-sauce,1968,soya sauce,n,Food and drink,"Sauce made from soybeans (soya beans), roasted grain, water and salt and is used as flavoring mainly in Asian cuisine.",active,,
foo-spicy,544,spicy,adj,Food and drink,"Of, pertaining to, or containing spice; or spicy flavour: Provoking a burning sensation due to the presence of chillies or similar hot spices.",active,,
foo-spinach,975,spinach,n,Food and drink,"An important leaf vegetable, grown throughout the temperate regions of the world.",active,,
foo-spoil,569,spoil,v,Food and drink,"Of food, to become bad, sour or rancid; to decay.",active,,
foo-spoon,1378,spoon,n,Food and drink,"An implement for eating or serving, a small bowl with a long straight handle.",active,,
foo-steam,2067,steam,v,Food and drink,A method of cooking using steam.,active,,
foo-stir,696,stir,v,Food and drink,To stir two or more substances together.,active,,
foo-stir-fry,2162,stir fry,v,Food and drink,Stir frying (Chinese: 炒; pinyin: chǎo) is a Chinese cooking technique in which ingredients are fried in a small amount of very hot oil while being stirred in a wok.,active,,
foo-stone,1762,stone,n,Food and drink,"The wooden shell found inside some fruits, particularly drupes, that surrounds the seed.",active,,
foo-storing-pot,3765,storing pot,n,Food and drink,A vessel used for storing food or liquids.,active,,
foo-strain,940,strain,v,Food and drink,To separate or isolate components from a liquid with the help of a filter.,active,,
foo-strong,2718,strong,adj,Food and drink,To have a very intense taste.,active,,
foo-suck,1421,suck,v,Food and drink,"To draw in a substance by creating a practical vacuum in the mouth, and as a result a difference in pressure.",active,,
foo-sugar,862,sugar,n,Food and drink,"A sweet crystalline or powdered substance, white when pure, consisting of sucrose obtained mainly from sugar cane and sugar beets and used in many foods, drinks, and medicines to improve their taste.",active,,
foo-swallow,897,swallow,v,Food and drink,"The reflex in the human body that makes something pass from the mouth to the pharynx and into the esophagus, with the shutting of the epiglottis.",active,,
foo-tapioca,3940,tapioca,n,Food and drink,Starch extracted from the root of manioc,active,,
foo-taste,2190,taste,n,Food and drink,The sensory impression of food or other substances on the tongue.,active,,
foo-tasteless,1771,tasteless,adj,Food and drink,Having no flavour.,active,,
foo-tasty,1813,tasty,adj,Food and drink,Pleasing to the sense of taste.,active,,
foo-thirst,848,thirst,n,Food and drink,A physiological need to drink.,active,,
foo-thirsty,847,thirsty,adj,Food and drink,Feeling the need to drink.,active,,
foo-tofu,3443,tofu,n,Food and drink,Coagulated soy milk that is bland in taste and formed into solid blocks; a popular ingredient in Asian and vegetarian cuisine.,active,,
foo-tomato,986,tomato,n,Food and drink,"The savoury fruit of the Solanum lycopersicum, red when ripe.",active,,
foo-tongs,272,tongs,n,Food and drink,"A tool that consists of two movable bars joined at one end, used to pick up an object.",active,,
foo-tortilla,3991,tortilla,n,Food and drink,"A thin, flat bread made from maize flour, eaten hot or cold, typically with a savoury filling.",active,,
foo-trivet,3264,trivet,n,Food and drink,"A stand, usually metallic, used to support cooking vessels on top of fire.",active,,
foo-uncooked-rice,3289,uncooked rice,n,Food and drink,Rice that has not been boiled or otherwise prepared for eating.,active,,
foo-unripe,1958,unripe,adj,Food and drink,"That is not yet ripe (edible fruit), usually hard and sour.",active,,
foo-vegetables,924,vegetables,n,Food and drink,Any of various herbaceous plants having parts that are used as food.,active,,
foo-vinegar,985,vinegar,n,Food and drink,A sour liquid formed by the fermentation of alcohol with acetic acid bacteria used as a condiment or preservative.,active,,
foo-wanton,1980,wanton,n,Food and drink,Stuffed dough wrap found in Chinese cuisine.,active,,
foo-water-pot,3766,water pot,n,Food and drink,A vessel used for storing water.,active,,
foo-watermelon,2766,watermelon,n,Food and drink,"A large, sprawling annual plant with coarse, hairy pinnately-lobed leaves and white to yellow flowers.",active,,
foo-watery,3545,watery,adj,Food and drink,(Of a liquid or meal) to be thin and watery.,active,,
foo-white,3439,white,n,Food and drink,"The clear, semifluid part of a bird's egg that serves as protection for the yolk.",active,,
foo-white-sugar,3441,white sugar,n,Food and drink,Purified sugar that is separated from molasses in the process of refining.,active,,
foo-wine,1524,wine,n,Food and drink,An alcoholic beverage made by fermenting juice of grapes.,active,,
foo-wok,2056,wok,n,Food and drink,"A versatile round-bottomed cooking vessel, originated from China.",active,,
foo-yeast,967,yeast,n,Food and drink,"Many species of unicellular fungi, most of which belong to the Ascomycetes and reproduce by budding. The genus Saccharomyces is used in brewing and winemaking because in low oxygen concentration it produces zymase, an enzyme system that breaks down sugars to alcohol and carbon dioxide. Saccharomyces is also used in bread-making. Some yeasts are used as a source of protein and of vitamins of the B group. (Source: ALL)",active,,
foo-yolk,1556,yolk,n,Food and drink,"The yellow, spherical part of an egg that is surrounded by the white albumen, and serves as nutriment for the growing young.",active,,
fun-almost,4046,almost,x,Miscellaneous function words,"A word used to describe something that is very close to happening or being true, but not quite.",active,,
fun-although,4045,although,x,Miscellaneous function words,"A conjunction used to introduce a contrast or exception between two ideas or statements, typically showing that one thing is true despite another.",active,,
fun-be,1579,be,v,Miscellaneous function words,To have existence.,active,,
fun-become,1990,become,v,Miscellaneous function words,To begin to be; to come to be; to turn into.,active,,
fun-but,3843,but,x,Miscellaneous function words,"A coordinating expression that signals a contrast to what was previously said, e.g. disagreement or a further point to consider.",active,,
fun-equal,1570,equal,adj,Miscellaneous function words,Having a specified quality that another has.,active,,
fun-every,3416,every,x,Miscellaneous function words,All the members of a referred group individually.,active,,
fun-for,4065,for,x,Miscellaneous function words,"A function word used to express purpose, intended recipient, destination, duration, cause, substitution, or relation, as in actions done with a goal, on behalf of someone, toward a place, over a period of time, or in exchange for something.",active,,
fun-gradually,94,gradually,adj,Miscellaneous function words,"Making progress, but slowly.",active,,
fun-here,136,here,x,Miscellaneous function words,At this place.,active,,
fun-in-vain,1765,in vain,x,Miscellaneous function words,"Without success, without the desired effect.",active,,
fun-next,1354,next,x,Miscellaneous function words,Following in a sequence.,active,,
fun-not,1240,not,x,Miscellaneous function words,Negates the meaning of the modified verb or adjective.,active,,
fun-nothing,687,nothing,x,Miscellaneous function words,Not anything.,active,,
fun-nothing-or-zero,3198,nothing or zero,num,Miscellaneous function words,Not anything or the cardinal number that denotes no quantity or amount at all.,active,,
fun-of-that-kind,2337,of that kind,x,Miscellaneous function words,"In that way, such, etc.",active,,
fun-of-this-kind,2336,of this kind,x,Miscellaneous function words,"In this way, such, etc.",active,,
fun-opposite,885,opposite,adj,Miscellaneous function words,The contrary; being opposed to something.,active,,
fun-other,197,other,x,Miscellaneous function words,The rest of a group of.,active,,
fun-other-or-some,3863,other or some,x,Miscellaneous function words,The rest of a group or an unspecified quantity or number.,active,,
fun-our,780,our,x,Miscellaneous function words,Belonging to us; of us.,active,,
fun-same,200,same,x,Miscellaneous function words,Bearing full likeness by having precisely the same set of characteristics.,active,,
fun-severe,419,severe,adj,Miscellaneous function words,Intensely or extremely bad or unpleasant in degree or quality.,active,,
fun-that,78,that,x,Miscellaneous function words,"The indicated object, item, etc. distant from the speaker.",active,,
fun-there,1937,there,x,Miscellaneous function words,In a not completely determined place which is not here.,active,,
fun-there-is-or-there-are,2152,there is or there are,v,Miscellaneous function words,Existing from the perspective of the speaker.,active,,
fun-these,3984,these,x,Miscellaneous function words,"The indicated objects, items, etc. close to the speaker.",active,,
fun-this,1214,this,x,Miscellaneous function words,"The indicated object, item, etc. close to the speaker.",active,,
fun-those,3985,those,x,Miscellaneous function words,"The indicated objects, items, etc. distant from the speaker.",active,,
fun-through,97,through,x,Miscellaneous function words,From one side of an opening to the other.,active,,
fun-very,1311,very,x,Miscellaneous function words,To a high or large degree.,active,,
fun-with,1340,with,x,Miscellaneous function words,In the company of.,active,,
fun-without,1478,without,x,Miscellaneous function words,"Not having, containing, characteristic of, etc.",active,,
hou-adobe,901,adobe,n,The house,An unburnt brick dried in the sun made of clay and dried grasses.,active,,
hou-arch,876,arch,n,The house,"An arch-shaped arrangement of trapezoidal stones, designed to redistribute downward force outward.",active,,
hou-area-under-house,2632,area under house,n,The house,The area under a house.,active,,
hou-ashtray,4028,ashtray,n,The house,A small container or plate used for tobacco ash and cigarette ends.,active,,
hou-barn-or-shed,3025,barn or shed,n,The house,A building for storing agricultural products or sheltering livestock.,active,,
hou-beam,1132,beam,n,The house,"A structural member loaded on its narrow face, and typically used in a horizontal or sloping position to span between bearing points.",active,,
hou-bed,1663,bed,n,The house,"A piece of furniture, made for a person to sleep on.",active,,
hou-bedroom,2505,bedroom,n,The house,The area where people sleep.,active,,
hou-bench,2584,bench,n,The house,A piece of furniture offering place for many people.,active,,
hou-blackboard,3084,blackboard,n,The house,Reusable surface for writing or drawing.,active,,
hou-blanket,806,blanket,n,The house,A large cloth used for warmth and for sleeping.,active,,
hou-board,1227,board,n,The house,"A piece of wood or similar material that has been sawn into a regular shape, usually in preparation for using it in some sort of construction.",active,,
hou-brick,1006,brick,n,The house,"A building material usually made from clay, molded as a rectangular block, and baked or burned in a kiln.",active,,
hou-building,3396,building,n,The house,A solid construction comprised of walls and a roof.,active,,
hou-camp,1105,camp,n,The house,"Tents, cabins, etc., used as temporary lodgings by a group of travellers, holiday-makers, Scouts, Gypsies, etc.",active,,
hou-candle,1273,candle,n,The house,"A light source consisting of a wick embedded in a solid, flammable substance such as wax, tallow, or paraffin.",active,,
hou-cellar,4108,cellar,n,The house,"An underground room, typically beneath a house or building, used for storage, especially of food, wine, or other supplies.",active,,
